entity_id,entity_name,cohort,has_wikipedia,title_matched,qid,sitelinks,pageviews_30d,method,notes
artifact_webgpt_paper,WebGPT paper,research_paper,0,GPT-4,Q116709136,0,0,search,unconfirmed:artifact_name_mismatch:title='GPT-4'
artifact_babyagi,Babyagi,research_paper,0,Generative pre-trained transformer,Q116777014,0,0,search,unconfirmed:artifact_name_mismatch:title='Generative pre-trained transformer'
artifact_autogpt_paper,AutoGPT paper,research_paper,1,AutoGPT,Q117791942,18,4438,exact,"context_match:['autogpt', 'autonomous', 'open-source']"
artifact_gpqa_paper,GPQA paper,research_paper,0,Technological singularity,Q237525,0,0,search,unconfirmed:artifact_name_mismatch:title='Technological singularity'
artifact_mmlu_paper,MMLU paper,research_paper,0,MMLU,Q123721276,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_humaneval_paper,HumanEval paper,research_paper,0,Toilet paper orientation,Q951,0,0,search,unconfirmed:artifact_name_mismatch:title='Toilet paper orientation'
artifact_big_bench_paper,BIG-Bench paper,research_paper,0,2024 NEET controversy,Q126901396,0,0,search,unconfirmed:artifact_name_mismatch:title='2024 NEET controversy'
artifact_math_paper,MATH paper,research_paper,0,Mathematics of paper folding,Q3299105,0,0,search,unconfirmed:artifact_name_mismatch:title='Mathematics of paper folding'
artifact_helm_paper,HELM paper,research_paper,0,1966 Defence White Paper,Q4572283,0,0,search,unconfirmed:artifact_name_mismatch:title='1966 Defence White Paper'
artifact_foundation_models_paper,Foundation Models paper,research_paper,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_stochastic_parrots_paper,Stochastic Parrots paper,research_paper,0,Stochastic parrot,Q122663230,0,0,search,unconfirmed:artifact_name_mismatch:title='Stochastic parrot'
artifact_knuth_volume_1,Knuth Volume 1,research_paper,0,Algorithm,Q8366,0,0,search,unconfirmed:artifact_name_mismatch:title='Algorithm'
artifact_cormen_algorithms_textbook,Cormen Algorithms textbook,research_paper,0,Algorithm,Q8366,0,0,search,unconfirmed:artifact_name_mismatch:title='Algorithm'
artifact_dragon_book,Dragon Book,research_paper,0,The Paper Bag Princess,Q7756015,0,0,search,unconfirmed:artifact_name_mismatch:title='The Paper Bag Princess'
artifact_sicp,SICP,research_paper,0,Structure and Interpretation of Computer Programs,Q1249747,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Structure and Interpretation of Computer Programs'
artifact_clrs_algorithms_book,CLRS algorithms book,research_paper,0,Ron Rivest,Q578036,0,0,search,unconfirmed:artifact_name_mismatch:title='Ron Rivest'
artifact_megablocks_paper,Megablocks paper,research_paper,0,Mega Brands,Q2612238,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Mega Brands'
artifact_stable_video_diffusion_paper,Stable Video Diffusion paper,research_paper,0,Stable Diffusion,Q113660857,0,0,search,unconfirmed:artifact_name_mismatch:title='Stable Diffusion'
artifact_make_a_video_paper,Make-A-Video paper,research_paper,0,Electronic paper,Q189897,0,0,search,unconfirmed:artifact_name_mismatch:title='Electronic paper'
artifact_smoothquant_paper,SmoothQuant paper,research_paper,0,Topology,Q42989,0,0,search,unconfirmed:artifact_name_mismatch:title='Topology'
artifact_speculative_decoding_paper,Speculative Decoding paper,research_paper,0,Speculative decoding,,0,0,search,unconfirmed:artifact_name_mismatch:title='Speculative decoding'
artifact_medusa_paper,Medusa paper,research_paper,0,Medusa,Q160730,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_llava_paper,LLaVA paper,research_paper,0,2025 Argentine legislative election,Q131007945,0,0,search,unconfirmed:artifact_name_mismatch:title='2025 Argentine legislative election'
artifact_flamingo_paper,Flamingo paper,research_paper,0,Flamingo,Q3901583,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_blip_2_paper,BLIP-2 paper,research_paper,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_speculative_decoding_deepmind_paper,Speculative Decoding (DeepMind) paper,research_paper,0,,,0,0,search,no_candidate
artifact_toolllm_paper,ToolLLM paper,research_paper,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_gorilla_paper,Gorilla paper,research_paper,0,Gorilla,Q36611,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_constitutional_reinforcement_learning_paper,Constitutional Reinforcement Learning paper,research_paper,0,Amanda Askell,Q115661373,0,0,search,unconfirmed:artifact_name_mismatch:title='Amanda Askell'
artifact_rotary_position_embedding_paper,Rotary Position Embedding paper,research_paper,0,Transformer (deep learning),Q85810444,0,0,search,unconfirmed:artifact_name_mismatch:title='Transformer (deep learning)'
artifact_alibi_paper,ALiBi paper,research_paper,0,The i Paper,Q1943651,0,0,search,unconfirmed:artifact_name_mismatch:title='The i Paper'
artifact_sparse_sinkhorn_attention_paper,Sparse Sinkhorn Attention paper,research_paper,0,,,0,0,search,no_candidate
artifact_performer_paper,Performer paper,research_paper,0,Performing arts,Q184485,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Performing arts'
artifact_linear_transformers_paper,Linear Transformers paper,research_paper,0,Attention Is All You Need,Q30249683,0,0,search,unconfirmed:artifact_name_mismatch:title='Attention Is All You Need'
artifact_hyena_hierarchy_paper,Hyena Hierarchy paper,research_paper,0,Dominance hierarchy,Q1438403,0,0,search,unconfirmed:artifact_name_mismatch:title='Dominance hierarchy'
artifact_retnet_paper,RetNet paper,research_paper,0,OV-chipkaart,Q2550595,0,0,search,unconfirmed:artifact_name_mismatch:title='OV-chipkaart'
artifact_mamba_2_paper,Mamba-2 paper,research_paper,0,Eastern green mamba,Q622805,0,0,search,unconfirmed:artifact_name_mismatch:title='Eastern green mamba'
artifact_jamba_paper,Jamba paper,research_paper,0,Hidden champions,Q1617306,0,0,search,unconfirmed:artifact_name_mismatch:title='Hidden champions'
artifact_openai_o1_paper,OpenAI o1 paper,research_paper,1,OpenAI o1,Q130288245,13,6000,exact,"context_match:['openai', 'reasoning']"
artifact_apple_intelligence_paper,Apple Intelligence paper,research_paper,1,Apple Intelligence,Q126486452,33,14293,exact,"context_match:['apple', 'on-device']"
artifact_deepseek_vl_paper,DeepSeek-VL paper,research_paper,0,Big Five personality traits,Q378132,0,0,search,unconfirmed:artifact_name_mismatch:title='Big Five personality traits'
artifact_deepseek_moe_paper,DeepSeek-MoE paper,research_paper,0,DeepSeek,Q131577453,0,0,search,unconfirmed:artifact_name_mismatch:title='DeepSeek'
artifact_deepseek_math_paper,DeepSeek-Math paper,research_paper,0,DeepSeek,Q131577453,0,0,search,unconfirmed:artifact_name_mismatch:title='DeepSeek'
artifact_deepseekmoe_paper,DeepSeekMoE paper,research_paper,0,DeepSeek,Q131577453,0,0,search,unconfirmed:artifact_name_mismatch:title='DeepSeek'
artifact_kto_paper,KTO paper,research_paper,0,Korean paper,Q1203873,0,0,search,unconfirmed:artifact_name_mismatch:title='Korean paper'
artifact_scikit_learn,scikit-learn,oss_project,1,Scikit-learn,Q1026367,18,7142,exact,"context_match:['open-source', 'learning', 'machine']"
artifact_xgboost,XGBoost,oss_project,1,XGBoost,Q23793561,17,11783,exact,"context_match:['boosting', 'gradient', 'library']"
artifact_keras,Keras,oss_project,1,Keras,Q28470421,25,3129,exact,"context_match:['neural', 'library', 'network']"
artifact_lightgbm,LightGBM,oss_project,1,LightGBM,Q57267665,4,0,exact,"context_match:['boosting', 'microsoft', 'gradient']"
artifact_pandas,Pandas,oss_project,0,Giant panda,Q33602,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Giant panda'
artifact_catboost,CatBoost,oss_project,1,CatBoost,Q55656976,0,2254,exact,"context_match:['framework', 'boosting', 'gradient']"
artifact_fastai,FastAI,oss_project,0,Codex (AI agent),Q138940795,0,0,search,unconfirmed:artifact_name_mismatch:title='Codex (AI agent)'
artifact_scipy,SciPy,oss_project,1,SciPy,Q197492,23,3311,exact,"context_match:['computing', 'open-source', 'library']"
artifact_pytorch_lightning,PyTorch Lightning,oss_project,1,PyTorch Lightning,Q85847011,4,1085,exact,"context_match:['framework', 'high-level', 'pytorch']"
artifact_numpy,NumPy,oss_project,1,NumPy,Q197520,31,6725,search,"context_match:['numerical', 'library', 'python']"
artifact_caffe2,Caffe2,oss_project,0,Caffe (software),Q27643379,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Caffe (software)'
artifact_mxnet,MXNet,oss_project,1,Apache MXNet,Q22348165,8,939,exact,"context_match:['learning', 'framework', 'apache']"
artifact_caffe,Caffe,oss_project,1,Caffe (software),Q27643379,10,1118,search,"context_match:['learning', 'framework', 'deep']"
artifact_theano,Theano,oss_project,1,Theano (software),Q7777252,10,1427,search_after_exact,cohort+context:['library']+['python']
artifact_chainer,Chainer,oss_project,1,Chainer,Q34978225,5,520,exact,"context_match:['preferred', 'japanese', 'learning']"
artifact_cntk,CNTK,oss_project,0,Microsoft Cognitive Toolkit,Q23680120,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Microsoft Cognitive Toolkit'
artifact_paddlepaddle,PaddlePaddle,oss_project,0,OpenVINO,Q85790839,0,0,search,unconfirmed:artifact_name_mismatch:title='OpenVINO'
artifact_mindspore,MindSpore,oss_project,1,MindSpore,Q120790236,1,849,exact,"context_match:['huawei', 'open-source', 'learning']"
artifact_jittor,Jittor,oss_project,0,,,0,0,search,no_candidate
artifact_megatron_deepspeed,Megatron-DeepSpeed,oss_project,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_oneflow,OneFlow,oss_project,0,List of free and open-source software packages,Q565552,0,0,search,unconfirmed:artifact_name_mismatch:title='List of free and open-source software packages'
artifact_colossalai,ColossalAI,oss_project,0,List of open-source video games,Q1862824,0,0,search,unconfirmed:artifact_name_mismatch:title='List of open-source video games'
artifact_flexgen,FlexGen,oss_project,0,List of free and open-source software packages,Q565552,0,0,search,unconfirmed:artifact_name_mismatch:title='List of free and open-source software packages'
artifact_deepspeed_mii,DeepSpeed-MII,oss_project,0,Nintendo Software Planning & Development,Q2054310,0,0,search,unconfirmed:artifact_name_mismatch:title='Nintendo Software Planning & Development'
artifact_lmdeploy,LMDeploy,oss_project,0,,,0,0,search,no_candidate
artifact_transformers_js,transformers.js,oss_project,0,GYP (software),Q5532549,0,0,search,unconfirmed:artifact_name_mismatch:title='GYP (software)'
artifact_tensorrt_llm,TensorRT-LLM,oss_project,0,TensorRT,,0,0,search,unconfirmed:artifact_name_mismatch:title='TensorRT'
artifact_text_generation_inference,text-generation-inference,oss_project,0,Lists of open-source artificial intelligence software,Q135456041,0,0,search,unconfirmed:artifact_name_mismatch:title='Lists of open-source artificial intelligence software'
artifact_optimum,Optimum,oss_project,0,Mathematical optimization,Q141495,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Mathematical optimization'
artifact_litserve,LitServe,oss_project,0,Comparison of deep learning software,Q22907704,0,0,search,unconfirmed:artifact_name_mismatch:title='Comparison of deep learning software'
artifact_bentoml,BentoML,oss_project,0,List of data science software,Q136483819,0,0,search,unconfirmed:artifact_name_mismatch:title='List of data science software'
artifact_ray_serve,Ray Serve,oss_project,0,POV-Ray,Q521697,0,0,search,unconfirmed:artifact_name_mismatch:title='POV-Ray'
artifact_triton_inference_server,Triton Inference Server,oss_project,0,Blackwell (microarchitecture),Q125210777,0,0,search,unconfirmed:artifact_name_mismatch:title='Blackwell (microarchitecture)'
artifact_onnx_runtime,ONNX Runtime,oss_project,0,,,0,0,search,no_candidate
artifact_onnx,ONNX,oss_project,0,Open Neural Network Exchange,Q55080116,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Open Neural Network Exchange'
artifact_numba,Numba,oss_project,1,Numba,Q17132992,12,1153,exact,"context_match:['python', 'open-source', 'compiler']"
artifact_mlx,MLX,oss_project,0,Ollama,Q124636097,0,0,search,unconfirmed:artifact_name_mismatch:title='Ollama'
artifact_core_ml,Core ML,oss_project,0,Open-core model,Q7096350,0,0,search,unconfirmed:artifact_name_mismatch:title='Open-core model'
artifact_tensorflow_lite,TensorFlow Lite,oss_project,0,TensorFlow,Q21447895,0,0,search,unconfirmed:artifact_name_mismatch:title='TensorFlow'
artifact_rocm,ROCm,oss_project,1,ROCm,Q110612569,7,5807,exact,"context_match:['platform', 'computing', 'open-source']"
artifact_cuda,CUDA,oss_project,1,CUDA,Q477690,37,34322,exact,"context_match:['parallel', 'computing', 'platform']"
artifact_opencl,OpenCL,oss_project,1,OpenCL,Q681360,28,8175,exact,"context_match:['parallel', 'computing', 'standard']"
artifact_cupy,CuPy,oss_project,1,CuPy,Q112872195,2,822,exact,"context_match:['cuda', 'library']"
artifact_flashinfer,FlashInfer,oss_project,0,Lists of open-source artificial intelligence software,Q135456041,0,0,search,unconfirmed:artifact_name_mismatch:title='Lists of open-source artificial intelligence software'
artifact_apex,Apex,oss_project,0,List of free and open-source software packages,Q565552,0,0,search,unconfirmed:artifact_name_mismatch:title='List of free and open-source software packages'
artifact_cub,CUB,oss_project,1,ICub,Q1653368,14,1053,search,"cohort_match:['software', 'open', 'source']"
artifact_thrust,Thrust,oss_project,1,Thrust (video game),Q771794,4,522,search_after_exact,cohort_match:['software']
artifact_autogptq,AutoGPTQ,oss_project,0,,,0,0,search,no_candidate
artifact_lmql,LMQL,oss_project,0,,,0,0,search,no_candidate
artifact_bitsandbytes,BitsAndBytes,oss_project,0,Endianness,Q339338,0,0,search,unconfirmed:artifact_name_mismatch:title='Endianness'
artifact_eagle,EAGLE,oss_project,0,List of ERP software packages,Q523510,0,0,search,unconfirmed:artifact_name_mismatch:title='List of ERP software packages'
artifact_outlines,Outlines,oss_project,0,Outline of software,Q18922260,0,0,search,unconfirmed:artifact_name_mismatch:title='Outline of software'
artifact_marvin,Marvin,oss_project,0,Software as a service,Q1254596,0,0,search,unconfirmed:artifact_name_mismatch:title='Software as a service'
artifact_dspy,DSPy,oss_project,0,Prompt engineering,Q108941486,0,0,search,unconfirmed:artifact_name_mismatch:title='Prompt engineering'
artifact_guidance,Guidance,oss_project,1,Guidance Software,Q5615400,1,364,search,cohort+context:['software']+['guidance']
artifact_llamafile,Llamafile,oss_project,0,Llama.cpp,Q125998452,0,0,search,unconfirmed:artifact_name_mismatch:title='Llama.cpp'
artifact_rag_engine,RAG-engine,oss_project,0,OpenSearch (software),Q106497646,0,0,search,unconfirmed:artifact_name_mismatch:title='OpenSearch (software)'
artifact_instructor,Instructor,oss_project,0,SOLID,Q2583627,0,0,search,unconfirmed:artifact_name_mismatch:title='SOLID'
artifact_lm_studio,LM Studio,oss_project,0,NotebookLM,Q124559107,0,0,search,unconfirmed:artifact_name_mismatch:title='NotebookLM'
artifact_text_generation_webui,text-generation-webui,oss_project,0,Flux (text-to-image model),Q128801793,0,0,search,unconfirmed:artifact_name_mismatch:title='Flux (text-to-image model)'
artifact_haystack,Haystack,oss_project,1,Haystack (MIT project),Q5687237,3,375,search_after_exact,"cohort_match:['software', 'open', 'source']"
artifact_open_webui,Open WebUI,oss_project,0,Web application,Q189210,0,0,search,unconfirmed:artifact_name_mismatch:title='Web application'
artifact_comfyui,ComfyUI,oss_project,1,ComfyUI,Q127798647,0,10496,exact,"context_match:['stable', 'node-based', 'diffusion']"
artifact_automatic1111,Automatic1111,oss_project,1,Automatic1111,Q127868142,0,2614,exact,"context_match:['stable', 'diffusion']"
artifact_invokeai,InvokeAI,oss_project,0,Codex (AI agent),Q138940795,0,0,search,unconfirmed:artifact_name_mismatch:title='Codex (AI agent)'
artifact_nltk,NLTK,oss_project,0,Natural Language Toolkit,Q1635410,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Natural Language Toolkit'
artifact_stanford_corenlp,Stanford CoreNLP,oss_project,0,Christopher D. Manning,Q22826132,0,0,search,unconfirmed:artifact_name_mismatch:title='Christopher D. Manning'
artifact_fooocus,Fooocus,oss_project,1,Fooocus,Q127797519,3,828,search,"context_match:['stable', 'diffusion']"
artifact_fairseq,Fairseq,oss_project,0,,,0,0,search,no_candidate
artifact_allennlp,AllenNLP,oss_project,0,List of free and open-source software packages,Q565552,0,0,search,unconfirmed:artifact_name_mismatch:title='List of free and open-source software packages'
artifact_opennmt,OpenNMT,oss_project,0,Anuvaad (Document Translation Platform),Q123190434,0,0,search,unconfirmed:artifact_name_mismatch:title='Anuvaad (Document Translation Platform)'
artifact_spacy,Spacy,oss_project,1,SpaCy,Q28406945,13,1675,search,"context_match:['open-source', 'library']"
artifact_sockeye,Sockeye,oss_project,0,Sockeye salmon,Q44064,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_marian,Marian,oss_project,1,Marian Petre,Q20054081,1,178,search,cohort+context:['open']+['university']
artifact_polyglot,Polyglot,oss_project,1,Polyglot (computing),Q2102850,8,2033,search_after_exact,cohort+context:['source']+['multilingual']
artifact_fasttext,Fasttext,oss_project,0,Lists of open-source artificial intelligence software,Q135456041,0,0,search,unconfirmed:artifact_name_mismatch:title='Lists of open-source artificial intelligence software'
artifact_openspiel,OpenSpiel,oss_project,0,List of open-source video games,Q1862824,0,0,search,unconfirmed:artifact_name_mismatch:title='List of open-source video games'
artifact_gymnasium,Gymnasium,oss_project,0,Baoji China Masters,Q126900578,0,0,search,unconfirmed:artifact_name_mismatch:title='Baoji China Masters'
artifact_stable_baselines3,Stable Baselines3,oss_project,0,,,0,0,search,no_candidate
artifact_rllib,RLlib,oss_project,0,,,0,0,search,no_candidate
artifact_gym,Gym,oss_project,0,Gym,Q14092,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_gpt_4o,GPT-4o,foundation_model,1,GPT-4o,Q125919502,21,13138,exact,"context_match:['openai', 'omni', 'multimodal']"
artifact_gpt_3_5,GPT-3.5,foundation_model,0,GPT-3,Q95726734,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='GPT-3'
artifact_gpt_4_turbo,GPT-4 Turbo,foundation_model,0,GPT-4,Q116709136,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='GPT-4'
artifact_magenta,MAGENTA,oss_project,0,MAGENTA,Q548973,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_o1,o1,foundation_model,1,OpenAI o1,Q130288245,13,6000,search,"context_match:['openai', 'reasoning']"
artifact_o4_mini,o4-mini,foundation_model,1,OpenAI o4-mini,Q134303330,11,0,exact,"context_match:['openai', 'reasoning']"
artifact_o3,o3,foundation_model,0,Reasoning model,Q131936230,0,0,search,unconfirmed:artifact_name_mismatch:title='Reasoning model'
artifact_o3_mini,o3-mini,foundation_model,0,OpenAI o3,Q131535482,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='OpenAI o3'
artifact_claude_3_opus,Claude 3 Opus,foundation_model,0,Claude (language model),Q118876059,0,0,search,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_claude_1,Claude 1,foundation_model,0,Claude (language model),Q118876059,0,0,search,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_claude_3_sonnet,Claude 3 Sonnet,foundation_model,0,Claude (language model),Q118876059,0,0,search,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_claude_2,Claude 2,foundation_model,0,Claude (language model),Q118876059,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_claude_3_haiku,Claude 3 Haiku,foundation_model,0,Claude (language model),Q118876059,0,0,search,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_gemini_1_5_flash,Gemini 1.5 Flash,foundation_model,0,Gemini (language model),Q123688361,0,0,search,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_claude_3_7_sonnet,Claude 3.7 Sonnet,foundation_model,0,Claude (language model),Q118876059,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Claude (language model)'
artifact_gemini_1_0,Gemini 1.0,foundation_model,0,Gemini (language model),Q123688361,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_palm,PaLM,foundation_model,1,PaLM,Q117232125,21,3447,exact,"context_match:['google', 'pathways']"
artifact_gemini_2_0,Gemini 2.0,foundation_model,0,Gemini (language model),Q123688361,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_palm_2,PaLM 2,foundation_model,0,PaLM,Q117232125,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='PaLM'
artifact_chinchilla,Chinchilla,foundation_model,1,Chinchilla,Q192930,70,28799,exact,cohort_match:['ai']
artifact_lamda,LaMDA,foundation_model,1,LaMDA,Q112624345,25,6626,exact,"context_match:['google', 'dialogue']"
artifact_sparrow,Sparrow,foundation_model,0,Gemini (language model),Q123688361,0,0,search,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_bard,Bard,foundation_model,1,Bard,Q215144,51,12894,exact,cohort_match:['ai']
artifact_gemini_2_5_pro,Gemini 2.5 Pro,foundation_model,0,Gemini (language model),Q123688361,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_gopher,Gopher,foundation_model,0,Gopher,Q756901,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
artifact_opt,OPT,foundation_model,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_llama_2_70b,LLaMA 2 70B,foundation_model,0,Llama (language model),Q116894231,0,0,search,unconfirmed:artifact_name_mismatch:title='Llama (language model)'
artifact_galactica,Galactica,foundation_model,0,Cylons,Q582567,0,0,search,unconfirmed:artifact_name_mismatch:title='Cylons'
artifact_mixtral_8x7b,Mixtral 8x7B,foundation_model,0,Mistral AI,Q119718658,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Mistral AI'
artifact_bloom,BLOOM,foundation_model,1,BLOOM (language model),Q113013356,11,0,search,"cohort+context:['model', 'language']+['multilingual']"
artifact_llama_3_70b,LLaMA 3 70B,foundation_model,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_llama_3_405b,LLaMA 3 405B,foundation_model,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_mixtral_8x22b,Mixtral 8x22B,foundation_model,0,Mistral AI,Q119718658,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Mistral AI'
artifact_phi_2,Phi-2,foundation_model,0,Phi (language model),Q138005851,0,0,search,unconfirmed:artifact_name_mismatch:title='Phi (language model)'
artifact_phi_3_mini,Phi-3-mini,foundation_model,0,Phi (language model),Q138005851,0,0,search,unconfirmed:artifact_name_mismatch:title='Phi (language model)'
artifact_gemma_2_9b,Gemma 2 9B,foundation_model,0,Gemma (language model),Q124629757,0,0,search,unconfirmed:artifact_name_mismatch:title='Gemma (language model)'
artifact_yi_34b,Yi-34B,foundation_model,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_gemma_2_27b,Gemma 2 27B,foundation_model,0,Gemma (language model),Q124629757,0,0,search,unconfirmed:artifact_name_mismatch:title='Gemma (language model)'
artifact_yi_1_5,Yi 1.5,foundation_model,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_qwen_2_5_72b,Qwen 2.5 72B,foundation_model,0,Qwen,Q130234299,0,0,search,unconfirmed:artifact_name_mismatch:title='Qwen'
artifact_qwen_3,Qwen 3,foundation_model,0,Qwen,Q130234299,0,0,search,unconfirmed:artifact_name_mismatch:title='Qwen'
artifact_internlm_2,InternLM 2,foundation_model,0,Google,Q95,0,0,search,unconfirmed:artifact_name_mismatch:title='Google'
artifact_chatglm3,ChatGLM3,foundation_model,0,,,0,0,search,no_candidate
artifact_baichuan_2,Baichuan 2,foundation_model,0,Baichuan,Q130270689,0,0,search,unconfirmed:artifact_name_mismatch:title='Baichuan'
artifact_deepseek_coder_v2,DeepSeek-Coder-V2,foundation_model,0,DeepSeek (chatbot),Q132324293,0,0,search,unconfirmed:artifact_name_mismatch:title='DeepSeek (chatbot)'
artifact_falcon_180b,Falcon 180B,foundation_model,0,List of large language models,Q131598147,0,0,search,unconfirmed:artifact_name_mismatch:title='List of large language models'
artifact_deepseek_v2,DeepSeek-V2,foundation_model,0,DeepSeek,Q131577453,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='DeepSeek'
artifact_xgen,XGen,foundation_model,0,Han Chinese,Q42740,0,0,search,unconfirmed:artifact_name_mismatch:title='Han Chinese'
artifact_bleu,BLEU,benchmark,1,BLEU,Q3500773,14,8520,exact,"context_match:['metric', 'evaluation', 'bleu']"
artifact_stablelm,StableLM,foundation_model,0,Gemini (language model),Q123688361,0,0,search,unconfirmed:artifact_name_mismatch:title='Gemini (language model)'
artifact_rouge,ROUGE,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_meteor,METEOR,benchmark,1,METEOR,Q6715476,6,1092,exact,"context_match:['metric', 'evaluation']"
artifact_tokens_sec,Tokens/sec,benchmark,0,Llama (language model),Q116894231,0,0,search,unconfirmed:artifact_name_mismatch:title='Llama (language model)'
artifact_bpe,BPE,benchmark,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_wordpiece,WordPiece,benchmark,0,Benchmark (computing),Q816747,0,0,search,unconfirmed:artifact_name_mismatch:title='Benchmark (computing)'
artifact_wit,WIT,benchmark,0,,,0,0,search,no_candidate
artifact_xsum,XSum,benchmark,0,,,0,0,search,no_candidate
artifact_cnn_dailymail,CNN/DailyMail,benchmark,0,,,0,0,search,no_candidate
artifact_sentencepiece,SentencePiece,benchmark,0,Evaluation of machine translation,Q6958279,0,0,search,unconfirmed:artifact_name_mismatch:title='Evaluation of machine translation'
artifact_conll_2003,CoNLL-2003,benchmark,0,Cluster analysis,Q622825,0,0,search,unconfirmed:artifact_name_mismatch:title='Cluster analysis'
artifact_ontonotes,OntoNotes,benchmark,0,Computer network,Q1301371,0,0,search,unconfirmed:artifact_name_mismatch:title='Computer network'
artifact_triviaqa,TriviaQA,benchmark,0,Language model,Q3621696,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model'
artifact_natural_questions,Natural Questions,benchmark,0,Naturales quaestiones,Q6378083,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Naturales quaestiones'
artifact_hotpotqa,HotpotQA,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_drop,DROP,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_commonsenseqa,CommonsenseQA,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_piqa,PIQA,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_winogrande,WinoGrande,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_swag,SWAG,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_boolq,BoolQ,benchmark,0,Large language model,Q115305900,0,0,search,unconfirmed:artifact_name_mismatch:title='Large language model'
artifact_cmmlu,CMMLU,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
artifact_race,RACE,benchmark,0,Ferrari,Q27586,0,0,search_after_exact,unconfirmed:artifact_name_mismatch:title='Ferrari'
artifact_c_eval,C-Eval,benchmark,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:artifact_name_mismatch:title='Language model benchmark'
