entity_id,model_id,n_obs,mean,sigma
gpt5_aidan_mclaughlin,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,gemini-3-flash-think,4,0.0400,0.0693
gpt5_aidan_mclaughlin,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,glm-4-32b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,llama-3.3-70b,4,0.3250,0.3269
gpt5_aidan_mclaughlin,grok-4,4,0.0000,0.0000
gpt5_aidan_mclaughlin,gemma-4-31b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,llama-4-maverick,4,0.1750,0.3031
gpt5_aidan_mclaughlin,gemma-3-12b,4,0.3500,0.3500
gpt5_aidan_mclaughlin,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,mistral-small-24b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,mistral-large,4,0.0000,0.0000
gpt5_aidan_mclaughlin,mistral-medium-3.1,4,0.0000,0.0000
gpt5_aidan_mclaughlin,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,phi-4,4,0.0000,0.0000
gpt5_aidan_mclaughlin,ministral-3b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,llama-3.2-1b,4,0.0100,0.0173
gpt5_aidan_mclaughlin,qwen3-8b-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,glm-5.1-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,deepseek-v3.2-think,4,0.3775,0.0814
gpt5_aidan_mclaughlin,llama-3.1-8b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,qwen3-32b-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_aidan_mclaughlin,gemma-3-4b,4,0.1425,0.1547
gpt5_aidan_mclaughlin,glm-4.7-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,minimax-m2.7-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_aidan_mclaughlin,kimi-k2.6-think,4,0.0000,0.0000
gpt5_alexey_ivanov,gpt-5.4,4,0.0000,0.0000
gpt5_alexey_ivanov,gpt-5.3,4,0.0000,0.0000
gpt5_alexey_ivanov,gpt-5.5-think,4,0.0000,0.0000
gpt5_alexey_ivanov,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_alexey_ivanov,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_alexey_ivanov,gemini-3-flash-think,4,0.0000,0.0000
gpt5_alexey_ivanov,gemini-3.1-pro,4,0.0000,0.0000
gpt5_alexey_ivanov,kimi-k2,4,0.0000,0.0000
gpt5_alexey_ivanov,grok-4.20-think,4,0.0000,0.0000
gpt5_alexey_ivanov,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_alexey_ivanov,llama-4-maverick,4,0.1750,0.3031
gpt5_alexey_ivanov,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_alexey_ivanov,glm-4-32b,4,0.0000,0.0000
gpt5_alexey_ivanov,llama-3.3-70b,4,0.1800,0.1822
gpt5_alexey_ivanov,gemma-4-31b,4,0.0000,0.0000
gpt5_alexey_ivanov,kimi-k2.6-think,4,0.0000,0.0000
gpt5_alexey_ivanov,mistral-large,4,0.0000,0.0000
gpt5_alexey_ivanov,grok-4,4,0.0000,0.0000
gpt5_alexey_ivanov,gemma-3-12b,4,0.0000,0.0000
gpt5_alexey_ivanov,mistral-small-24b,4,0.0000,0.0000
gpt5_alexey_ivanov,mistral-medium-3.1,4,0.0000,0.0000
gpt5_alexey_ivanov,llama-3.2-1b,4,0.0000,0.0000
gpt5_alexey_ivanov,phi-4,4,0.0000,0.0000
gpt5_alexey_ivanov,deepseek-v3.2-think,4,0.0000,0.0000
gpt5_alexey_ivanov,minimax-m2.7-think,4,0.0000,0.0000
gpt5_alexey_ivanov,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_alexey_ivanov,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_alyssa_huang,gpt-5.4,4,0.0000,0.0000
gpt5_alexey_ivanov,qwen3-8b-think,4,0.0000,0.0000
gpt5_alexey_ivanov,llama-3.1-8b,4,0.0000,0.0000
gpt5_alyssa_huang,gpt-5.5-think,4,0.0000,0.0000
gpt5_alexey_ivanov,ministral-3b,4,0.0000,0.0000
gpt5_alyssa_huang,gpt-5.3,4,0.0000,0.0000
gpt5_alexey_ivanov,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_alexey_ivanov,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_alyssa_huang,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_alyssa_huang,grok-4.20-think,4,0.0000,0.0000
gpt5_alexey_ivanov,qwen3-32b-think,4,0.0000,0.0000
gpt5_alyssa_huang,kimi-k2,4,0.0000,0.0000
gpt5_alyssa_huang,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_alyssa_huang,gemini-3.1-pro,4,0.0000,0.0000
gpt5_alyssa_huang,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_alyssa_huang,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_alyssa_huang,glm-4-32b,4,0.0000,0.0000
gpt5_alyssa_huang,llama-3.3-70b,4,0.3000,0.1732
gpt5_alexey_ivanov,gemma-3-4b,4,0.1175,0.1087
gpt5_alyssa_huang,gemini-3-flash-think,4,0.0625,0.1026
gpt5_alyssa_huang,gemma-4-31b,4,0.0000,0.0000
gpt5_alyssa_huang,llama-4-maverick,4,0.1750,0.3031
gpt5_alyssa_huang,grok-4,4,0.0000,0.0000
gpt5_alyssa_huang,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_alyssa_huang,gemma-3-12b,4,0.1750,0.3031
gpt5_alyssa_huang,mistral-small-24b,4,0.0000,0.0000
gpt5_alyssa_huang,mistral-medium-3.1,4,0.0000,0.0000
gpt5_alyssa_huang,mistral-large,4,0.0000,0.0000
gpt5_alyssa_huang,qwen3-8b-think,4,0.0000,0.0000
gpt5_alyssa_huang,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_alyssa_huang,phi-4,4,0.0000,0.0000
gpt5_alyssa_huang,llama-3.1-8b,4,0.0000,0.0000
gpt5_alyssa_huang,qwen3-32b-think,4,0.1750,0.3031
gpt5_alyssa_huang,llama-3.2-1b,4,0.0500,0.0866
gpt5_alyssa_huang,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_alyssa_huang,kimi-k2.6-think,4,0.0000,0.0000
gpt5_alyssa_huang,ministral-3b,4,0.0000,0.0000
gpt5_alyssa_huang,deepseek-v3.2-think,4,0.2150,0.2875
gpt5_alexey_ivanov,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_alyssa_huang,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_alyssa_huang,minimax-m2.7-think,4,0.0000,0.0000
gpt5_alexey_ivanov,glm-5.1-think,4,0.0000,0.0000
gpt5_alyssa_huang,gemma-3-4b,4,0.4000,0.2573
gpt5_alexey_ivanov,glm-4.7-think,4,0.0000,0.0000
gpt5_alyssa_huang,glm-5.1-think,4,0.0000,0.0000
gpt5_alyssa_huang,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_alyssa_huang,glm-4.7-think,4,0.0000,0.0000
gpt5_brittany_brenner,gpt-5.4,4,0.0000,0.0000
gpt5_brittany_brenner,gpt-5.3,4,0.0000,0.0000
gpt5_brittany_brenner,gpt-5.5-think,4,0.0000,0.0000
gpt5_brittany_brenner,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_brittany_brenner,gemini-3-flash-think,4,0.0650,0.1014
gpt5_brittany_brenner,grok-4.20-think,4,0.0000,0.0000
gpt5_brittany_brenner,kimi-k2,4,0.0000,0.0000
gpt5_brittany_brenner,gemini-3.1-pro,4,0.0000,0.0000
gpt5_brittany_brenner,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_brittany_brenner,glm-4-32b,4,0.0000,0.0000
gpt5_brittany_brenner,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_brittany_brenner,gemma-4-31b,4,0.0000,0.0000
gpt5_brittany_brenner,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_brittany_brenner,llama-4-maverick,4,0.3500,0.3500
gpt5_brittany_brenner,mistral-large,4,0.0000,0.0000
gpt5_brittany_brenner,gemma-3-12b,4,0.1750,0.3031
gpt5_brittany_brenner,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_brittany_brenner,mistral-small-24b,4,0.0000,0.0000
gpt5_brittany_brenner,mistral-medium-3.1,4,0.0000,0.0000
gpt5_brittany_brenner,llama-3.1-8b,4,0.2750,0.2947
gpt5_brittany_brenner,kimi-k2.6-think,4,0.0000,0.0000
gpt5_brittany_brenner,grok-4,4,0.0000,0.0000
gpt5_brittany_brenner,ministral-3b,4,0.0000,0.0000
gpt5_cedric_whitney,gpt-5.4,4,0.0000,0.0000
gpt5_brittany_brenner,deepseek-v3.2-think,4,0.0750,0.1299
gpt5_brittany_brenner,llama-3.3-70b,4,0.1750,0.3031
gpt5_brittany_brenner,minimax-m2.7-think,4,0.0000,0.0000
gpt5_brittany_brenner,llama-3.2-1b,4,0.0400,0.0693
gpt5_cedric_whitney,gpt-5.3,4,0.0000,0.0000
gpt5_brittany_brenner,phi-4,4,0.0000,0.0000
gpt5_brittany_brenner,glm-5.1-think,4,0.0000,0.0000
gpt5_brittany_brenner,qwen3-8b-think,4,0.0000,0.0000
gpt5_brittany_brenner,gemma-3-4b,4,0.0925,0.0746
gpt5_cedric_whitney,gpt-5.5-think,4,0.0000,0.0000
gpt5_brittany_brenner,qwen3-32b-think,4,0.0000,0.0000
gpt5_cedric_whitney,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_cedric_whitney,kimi-k2,4,0.0000,0.0000
gpt5_cedric_whitney,mistral-large,4,0.0000,0.0000
gpt5_cedric_whitney,grok-4.20-think,4,0.0000,0.0000
gpt5_brittany_brenner,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_brittany_brenner,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_cedric_whitney,glm-4-32b,4,0.0000,0.0000
gpt5_brittany_brenner,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_cedric_whitney,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_cedric_whitney,gemma-4-31b,4,0.0000,0.0000
gpt5_cedric_whitney,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_cedric_whitney,gemini-3.1-pro,4,0.0000,0.0000
gpt5_brittany_brenner,glm-4.7-think,4,0.0000,0.0000
gpt5_cedric_whitney,qwen3-32b-think,4,0.1750,0.3031
gpt5_cedric_whitney,gemma-3-12b,4,0.0000,0.0000
gpt5_cedric_whitney,mistral-small-24b,4,0.0000,0.0000
gpt5_cedric_whitney,minimax-m2.7-think,4,0.0000,0.0000
gpt5_cedric_whitney,grok-4,4,0.0000,0.0000
gpt5_cedric_whitney,mistral-medium-3.1,4,0.0000,0.0000
gpt5_cedric_whitney,llama-4-maverick,4,0.3250,0.3269
gpt5_cedric_whitney,deepseek-v3.2-think,4,0.1500,0.1658
gpt5_cedric_whitney,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_cedric_whitney,kimi-k2.6-think,4,0.0000,0.0000
gpt5_cedric_whitney,llama-3.3-70b,4,0.3000,0.3082
gpt5_chen_shen,gpt-5.4,4,0.0000,0.0000
gpt5_cedric_whitney,glm-4.7-think,4,0.0000,0.0000
gpt5_chen_shen,gpt-5.3,4,0.0000,0.0000
gpt5_cedric_whitney,phi-4,4,0.0000,0.0000
gpt5_cedric_whitney,llama-3.1-8b,4,0.0000,0.0000
gpt5_cedric_whitney,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_chen_shen,gpt-5.5-think,4,0.0000,0.0000
gpt5_cedric_whitney,ministral-3b,4,0.1750,0.3031
gpt5_cedric_whitney,llama-3.2-1b,4,0.1000,0.1732
gpt5_cedric_whitney,qwen3-8b-think,4,0.0000,0.0000
gpt5_chen_shen,kimi-k2,4,0.0000,0.0000
gpt5_chen_shen,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_cedric_whitney,gemma-3-4b,4,0.1900,0.1584
gpt5_chen_shen,gemini-3-flash-think,4,0.0700,0.1212
gpt5_chen_shen,grok-4.20-think,4,0.0000,0.0000
gpt5_cedric_whitney,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_cedric_whitney,glm-5.1-think,4,0.0000,0.0000
gpt5_chen_shen,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_chen_shen,glm-4-32b,4,0.0000,0.0000
gpt5_chen_shen,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_chen_shen,gemini-3.1-pro,4,0.0000,0.0000
gpt5_chen_shen,gemma-4-31b,4,0.0000,0.0000
gpt5_cedric_whitney,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_chen_shen,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_chen_shen,mistral-large,4,0.0000,0.0000
gpt5_chen_shen,gemma-3-12b,4,0.0700,0.1212
gpt5_chen_shen,llama-4-maverick,4,0.1750,0.3031
gpt5_chen_shen,mistral-small-24b,4,0.0000,0.0000
gpt5_cedric_whitney,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_chen_shen,mistral-medium-3.1,4,0.0000,0.0000
gpt5_chen_shen,grok-4,4,0.0000,0.0000
gpt5_chen_shen,llama-3.3-70b,4,0.2500,0.2500
gpt5_chen_shen,kimi-k2.6-think,4,0.0000,0.0000
gpt5_cedric_whitney,gemini-3-flash-think,4,0.1725,0.1920
gpt5_chen_shen,phi-4,4,0.0000,0.0000
gpt5_christina_kaplan,gpt-5.4,4,0.1750,0.3031
gpt5_chen_shen,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_chen_shen,llama-3.2-1b,4,0.0000,0.0000
gpt5_chen_shen,qwen3-32b-think,4,0.0000,0.0000
gpt5_chen_shen,llama-3.1-8b,4,0.2000,0.2000
gpt5_chen_shen,ministral-3b,4,0.0000,0.0000
gpt5_christina_kaplan,gpt-5.5-think,4,0.0000,0.0000
gpt5_christina_kaplan,gpt-5.3,4,0.0000,0.0000
gpt5_cedric_whitney,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_chen_shen,qwen3-8b-think,4,0.0000,0.0000
gpt5_christina_kaplan,gemini-3-flash-think,4,0.0000,0.0000
gpt5_christina_kaplan,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_chen_shen,glm-5.1-think,4,0.0000,0.0000
gpt5_christina_kaplan,kimi-k2,4,0.0000,0.0000
gpt5_christina_kaplan,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_christina_kaplan,gemini-3.1-pro,4,0.0000,0.0000
gpt5_christina_kaplan,grok-4.20-think,4,0.0000,0.0000
gpt5_chen_shen,gemma-3-4b,4,0.1275,0.0760
gpt5_christina_kaplan,glm-4-32b,4,0.0000,0.0000
gpt5_chen_shen,glm-4.7-think,4,0.0000,0.0000
gpt5_chen_shen,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_christina_kaplan,gemma-4-31b,4,0.0000,0.0000
gpt5_chen_shen,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_chen_shen,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_christina_kaplan,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_christina_kaplan,mistral-large,4,0.0000,0.0000
gpt5_christina_kaplan,gemma-3-12b,4,0.0700,0.1212
gpt5_christina_kaplan,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_christina_kaplan,mistral-small-24b,4,0.0000,0.0000
gpt5_christina_kaplan,mistral-medium-3.1,4,0.0000,0.0000
gpt5_christina_kaplan,llama-4-maverick,4,0.1750,0.3031
gpt5_christina_kaplan,deepseek-v3.2-think,4,0.0750,0.1299
gpt5_christina_kaplan,grok-4,4,0.0000,0.0000
gpt5_christina_kaplan,qwen3-32b-think,4,0.0000,0.0000
gpt5_christina_kaplan,llama-3.3-70b,4,0.3500,0.3500
gpt5_christina_kaplan,qwen3-8b-think,4,0.0000,0.0000
gpt5_christina_kaplan,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_christina_kaplan,phi-4,4,0.0000,0.0000
gpt5_christina_kaplan,ministral-3b,4,0.0000,0.0000
gpt5_christina_kaplan,llama-3.1-8b,4,0.5000,0.3082
gpt5_christina_kaplan,gemma-3-4b,4,0.1300,0.1109
gpt5_christina_kaplan,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_christina_kaplan,llama-3.2-1b,4,0.0400,0.0693
gpt5_christina_kaplan,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_christina_kaplan,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_christina_kaplan,minimax-m2.7-think,4,0.0000,0.0000
gpt5_chen_shen,deepseek-v3.2-think,4,0.1800,0.0825
gpt5_chen_shen,minimax-m2.7-think,4,0.1750,0.3031
gpt5_christina_kaplan,glm-5.1-think,4,0.0000,0.0000
gpt5_chen_shen,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_christina_kaplan,glm-4.7-think,4,0.0000,0.0000
gpt5_daniel_wright,gpt-5.4,4,0.0000,0.0000
gpt5_daniel_wright,gpt-5.3,4,0.0000,0.0000
gpt5_daniel_wright,gpt-5.5-think,4,0.0000,0.0000
gpt5_christina_kaplan,kimi-k2.6-think,4,0.0000,0.0000
gpt5_daniel_wright,gemini-3.1-pro,4,0.0000,0.0000
gpt5_daniel_wright,grok-4.20-think,4,0.0000,0.0000
gpt5_daniel_wright,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_daniel_wright,mistral-large,4,0.0000,0.0000
gpt5_daniel_wright,glm-4-32b,4,0.0000,0.0000
gpt5_daniel_wright,llama-3.3-70b,4,0.3500,0.3500
gpt5_daniel_wright,gemma-4-31b,4,0.0000,0.0000
gpt5_daniel_wright,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_daniel_wright,llama-4-maverick,4,0.0000,0.0000
gpt5_daniel_wright,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_daniel_wright,gemma-3-12b,4,0.2000,0.3464
gpt5_daniel_wright,mistral-small-24b,4,0.0000,0.0000
gpt5_daniel_wright,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_daniel_wright,kimi-k2,4,0.0000,0.0000
gpt5_daniel_wright,kimi-k2.6-think,4,0.0000,0.0000
gpt5_brittany_brenner,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_daniel_wright,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_daniel_wright,grok-4,4,0.0000,0.0000
gpt5_daniel_wright,qwen3-8b-think,4,0.0000,0.0000
gpt5_daniel_wright,llama-3.1-8b,4,0.1000,0.1732
gpt5_daniel_wright,phi-4,4,0.0000,0.0000
gpt5_daniel_wright,llama-3.2-1b,4,0.0000,0.0000
gpt5_daniel_wright,mistral-medium-3.1,4,0.0000,0.0000
gpt5_daniel_wright,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_daniel_wright,gemini-3-flash-think,4,0.0825,0.0576
gpt5_daniel_wright,deepseek-v3.2-think,4,0.3450,0.2075
gpt5_daniel_wright,gemma-3-4b,4,0.2975,0.2526
gpt5_daniel_wright,glm-5.1-think,4,0.0000,0.0000
gpt5_daniel_wright,minimax-m2.7-think,4,0.0000,0.0000
gpt5_daniel_wright,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_daniel_wright,qwen3-32b-think,4,0.0000,0.0000
gpt5_daniel_wright,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_daniel_wright,ministral-3b,4,0.1750,0.3031
gpt5_christina_kaplan,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_daniel_wright,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_daniel_wright,glm-4.7-think,4,0.0000,0.0000
gpt5_hanson_wang,gpt-5.4,4,0.0000,0.0000
gpt5_hanson_wang,gpt-5.3,4,0.0000,0.0000
gpt5_hanson_wang,gpt-5.5-think,4,0.0000,0.0000
gpt5_hanson_wang,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_hanson_wang,kimi-k2,4,0.0000,0.0000
gpt5_hanson_wang,grok-4.20-think,4,0.0000,0.0000
gpt5_hanson_wang,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_hanson_wang,gemini-3.1-pro,4,0.0000,0.0000
gpt5_hanson_wang,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_hanson_wang,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_hanson_wang,grok-4,4,0.0000,0.0000
gpt5_hanson_wang,gemma-4-31b,4,0.0000,0.0000
gpt5_hanson_wang,glm-4.7-think,4,0.0000,0.0000
gpt5_hanson_wang,llama-4-maverick,4,0.1750,0.3031
gpt5_hanson_wang,gemma-3-12b,4,0.0450,0.0779
gpt5_hanson_wang,glm-4-32b,4,0.0000,0.0000
gpt5_hanson_wang,mistral-medium-3.1,4,0.0000,0.0000
gpt5_hanson_wang,mistral-large,4,0.0000,0.0000
gpt5_hanson_wang,llama-3.3-70b,4,0.2250,0.2278
gpt5_hanson_wang,phi-4,4,0.0000,0.0000
gpt5_hanson_wang,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_hanson_wang,qwen3-32b-think,4,0.1750,0.3031
gpt5_heather_schmidt,gpt-5.4,4,0.3500,0.3500
gpt5_hanson_wang,llama-3.2-1b,4,0.0000,0.0000
gpt5_hanson_wang,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_heather_schmidt,gpt-5.3,4,0.0000,0.0000
gpt5_hanson_wang,minimax-m2.7-think,4,0.0000,0.0000
gpt5_heather_schmidt,gpt-5.5-think,4,0.0000,0.0000
gpt5_hanson_wang,ministral-3b,4,0.1750,0.3031
gpt5_hanson_wang,qwen3-8b-think,4,0.0000,0.0000
gpt5_hanson_wang,deepseek-v3.2-think,4,0.1250,0.1169
gpt5_hanson_wang,llama-3.1-8b,4,0.2500,0.2598
gpt5_hanson_wang,gemini-2.5-pro-think,4,0.0100,0.0173
gpt5_heather_schmidt,claude-opus-4.6-think,4,0.0000,0.0000
gpt5_hanson_wang,kimi-k2.6-think,4,0.0000,0.0000
gpt5_heather_schmidt,kimi-k2,4,0.0000,0.0000
gpt5_hanson_wang,glm-5.1-think,4,0.0000,0.0000
gpt5_hanson_wang,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_hanson_wang,gemma-3-4b,4,0.1250,0.1602
gpt5_heather_schmidt,gemini-3-flash-think,4,0.0600,0.0825
gpt5_heather_schmidt,deepseek-v4-pro-think,4,0.0000,0.0000
gpt5_heather_schmidt,grok-4.20-think,4,0.0000,0.0000
gpt5_heather_schmidt,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_heather_schmidt,gemini-2.5-pro-think,4,0.0000,0.0000
gpt5_heather_schmidt,glm-4-32b,4,0.0000,0.0000
gpt5_heather_schmidt,gemma-4-31b,4,0.0000,0.0000
gpt5_heather_schmidt,claude-sonnet-4.6-think,4,0.0000,0.0000
gpt5_heather_schmidt,mistral-large,4,0.0000,0.0000
gpt5_heather_schmidt,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_hanson_wang,gemini-3-flash-think,4,0.1075,0.1410
gpt5_heather_schmidt,llama-4-maverick,4,0.0600,0.1039
gpt5_heather_schmidt,gemma-3-12b,4,0.1750,0.3031
gpt5_heather_schmidt,grok-4,4,0.0000,0.0000
gpt5_heather_schmidt,mistral-medium-3.1,4,0.0000,0.0000
gpt5_heather_schmidt,llama-3.3-70b,4,0.1250,0.2165
gpt5_heather_schmidt,llama-3.2-1b,4,0.0000,0.0000
gpt5_heather_schmidt,llama-3.1-8b,4,0.1750,0.3031
gpt5_heather_schmidt,phi-4,4,0.0000,0.0000
gpt5_heather_schmidt,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_heather_schmidt,qwen3-8b-think,4,0.0000,0.0000
gpt5_heather_schmidt,glm-5.1-think,4,0.0050,0.0087
gpt5_heather_schmidt,ministral-3b,4,0.0000,0.0000
gpt5_ian_kivlichan,gpt-5.3,4,0.0000,0.0000
gpt5_heather_schmidt,deepseek-v3.2-think,4,0.0400,0.0693
gpt5_heather_schmidt,gemini-3.1-pro,4,0.0050,0.0087
gpt5_heather_schmidt,qwen3-32b-think,4,0.0000,0.0000
gpt5_heather_schmidt,glm-4.7-think,4,0.0000,0.0000
gpt5_ian_kivlichan,grok-4.20-think,4,0.0000,0.0000
gpt5_ian_kivlichan,gpt-5.4,4,0.3500,0.3500
gpt5_heather_schmidt,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_ian_kivlichan,kimi-k2,4,0.0000,0.0000
gpt5_heather_schmidt,minimax-m2.7-think,4,0.0000,0.0000
gpt5_heather_schmidt,gemma-3-4b,4,0.0995,0.0826
gpt5_ian_kivlichan,grok-4,4,0.0000,0.0000
gpt5_ian_kivlichan,gemini-2.5-pro-think,4,0.0075,0.0130
gpt5_ian_kivlichan,claude-sonnet-4.6-think,4,0.3375,0.1192
gpt5_ian_kivlichan,deepseek-v4-flash-think,4,0.0000,0.0000
gpt5_ian_kivlichan,gpt-5.5-think,4,0.3250,0.2385
gpt5_ian_kivlichan,llama-4-maverick,4,0.3500,0.3500
gpt5_ian_kivlichan,mistral-large,4,0.0000,0.0000
gpt5_ian_kivlichan,gemma-4-31b,4,0.0000,0.0000
gpt5_ian_kivlichan,llama-3.3-70b,4,0.3250,0.3269
gpt5_ian_kivlichan,glm-4-32b,4,0.0000,0.0000
gpt5_ian_kivlichan,claude-opus-4.6-think,4,0.2750,0.1639
gpt5_ian_kivlichan,mistral-medium-3.1,4,0.0000,0.0000
gpt5_ian_kivlichan,qwen3-32b-think,4,0.0000,0.0000
gpt5_ian_kivlichan,deepseek-v4-pro-think,4,0.0800,0.0566
gpt5_ian_kivlichan,gemini-3.1-pro,4,0.3900,0.1584
gpt5_ian_kivlichan,gemma-3-12b,4,0.2125,0.2880
gpt5_ian_kivlichan,gemini-3-flash-think,4,0.2550,0.1071
gpt5_ian_kivlichan,gpt-oss-20b-think,4,0.0000,0.0000
gpt5_ian_kivlichan,qwen3-235b-a22b-think,4,0.0000,0.0000
gpt5_ian_kivlichan,llama-3.2-1b,4,0.0000,0.0000
gpt5_ian_kivlichan,phi-4,4,0.0000,0.0000
gpt5_ilge_akkaya,gpt-5.4,4,0.1750,0.3031
gpt5_ilge_akkaya,gpt-5.3,4,0.0000,0.0000
gpt5_ian_kivlichan,qwen3-8b-think,4,0.0000,0.0000
gpt5_ian_kivlichan,ministral-3b,4,0.0000,0.0000
gpt5_heather_schmidt,kimi-k2.6-think,4,0.0000,0.0000
gpt5_ian_kivlichan,llama-3.1-8b,4,0.3200,0.2054
gpt5_ian_kivlichan,minimax-m2.7-think,4,0.0000,0.0000
gpt5_ian_kivlichan,ernie-4.5-300b-a47b,4,0.0000,0.0000
gpt5_ilge_akkaya,grok-4.20-think,4,0.0000,0.0000
gpt5_ian_kivlichan,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_ian_kivlichan,gemma-3-4b,4,0.1000,0.1149
gpt5_ilge_akkaya,kimi-k2,4,0.0000,0.0000
gpt5_heather_schmidt,qwen3.5-397b-a17b-think,4,0.0000,0.0000
gpt5_ilge_akkaya,claude-sonnet-4.6-think,4,0.6000,0.0707
gpt5_ian_kivlichan,deepseek-v3.2-think,4,0.2875,0.1275
